tconst,primaryTitle,startYear,the_numbers_url,scrape_success,scrape_error,plot_summary,franchise,has_plot_summary
tt12003946,Violent Night,2022.0,https://www.the-numbers.com/movie/Violent-Night-(2022),True,,"When a team of mercenaries breaks into a wealthy family compound on Christmas Eve, taking everyone inside hostage, the team isn’t prepared for a surprise combatant: Santa Claus is on the grounds, and he’s about to show why this Nick is no saint.",,True
tt1201167,Funny People,2009.0,https://www.the-numbers.com/movie/Funny-People,True,,,,False
tt12037194,Furiosa: A Mad Max Saga,2024.0,https://www.the-numbers.com/movie/Furiosa-A-Mad-Max-Saga-(2024),True,,"As the world fell, young Furiosa is snatched from the Green Place of Many Mothers and falls into the hands of a great Biker Horde led by the Warlord Dementus. Sweeping through the Wasteland, they come across the Citadel presided over by The Immortan Joe. While the two Tyrants war for dominance, Furiosa must survive many trials as she puts together the means to find her way home.",Mad Max,True
tt1204342,The Muppets,2011.0,https://www.the-numbers.com/movie/Muppets-The,True,,"On vacation in Los Angeles, Walter, the world’s biggest Muppet fan, his brother Gary and Gary's girlfriend, Mary, from Smalltown, USA, discover the nefarious plan of oilman Tex Richman to raze Muppet Studios and drill for the oil recently discovered beneath the Muppets’ former stomping grounds. To stage a telethon and raise the $10 million needed to save the studio, Walter, Mary and Gary help Kermit reunite the Muppets, who have all gone their separate ways: Fozzie now performs with a Reno casino tribute band called the Moopets, Miss Piggy is a plus-size fashion editor at Vogue Paris, Animal is in a Santa Barbara clinic for anger management, and Gonzo is a high-powered plumbing magnate.",Muppets,True
tt1204977,Ouija,2014.0,https://www.the-numbers.com/movie/Ouija-(2014),True,,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,Ouija,True
tt1205489,Gran Torino,2008.0,https://www.the-numbers.com/movie/Gran-Torino,True,,"Retired auto worker and Korean War vet Walt Kowalski fills emptiness in his life with beer and home repair, despising the many Asian, Latino and black families in his neighborhood. Walt becomes a reluctant hero when he stands up to the gangbangers who tried to force an Asian teen to steal Walt’s treasured car. An unlikely friendship develops between Walt and the teen, as he learns he has more in common with his neighbors than he thought.",,True
tt1205535,The Rebound,2009.0,https://www.the-numbers.com/movie/Rebound-The,True,,,,False
tt1205537,Jack Ryan: Shadow Recruit,2014.0,https://www.the-numbers.com/movie/Jack-Ryan-Shadow-Recruit,True,,"Based on the character created by bestselling author Tom Clancy, ""Jack Ryan"" is a global action thriller set in the present day. This original story follow a young Jack as he uncovers a financial terrorist plot. The story follows him from 9/11, through his tour of duty in Afghanistan, which scarred him forever, and into his early days in the Financial Intelligence Unit of the modern CIA where he becomes an analyst, under the guardianship of his handler, Harper. When Ryan believes he's uncovered a Russian plot to collapse the United States economy, he goes from being an analyst to becoming a spy and must fight to save his own life and those of countless others, while also trying to protect the thing that's more important to him than anything, his relationship with his fiancée Cathy",Jack Ryan,True
tt1206885,Rambo: Last Blood,2019.0,https://www.the-numbers.com/movie/Rambo-Last-Blood-(2019),True,,"Almost four decades after he drew first blood, John Rambo is back. Now, Rambo must confront his past and unearth his ruthless combat skills to exact revenge in a final mission.",Rambo,True
tt1210042,Brooklyn's Finest,2009.0,https://www.the-numbers.com/movie/Brooklyns-Finest,True,,"When NYPD's Operation Clean Up targets the notoriously drug-ridden BK housing project, three conflicted New York City police officers find themselves swept away by the violence and corruption of Brooklyn's gritty 65th Precinct and its most treacherous criminals. Each man finds himself spiraling toward the same fatal crime scene and a shattering collision with destiny.",,True
tt1210166,Moneyball,2011.0,https://www.the-numbers.com/movie/Moneyball-(2011),True,,"Billy Beane, the general manager of the Oakland A’s and the guy who assembles the team, who has an epiphany: all of baseball’s conventional wisdom is wrong. Forced to reinvent his team on a tight budget, Beane will have to outsmart the richer clubs. The onetime jock teams with Ivy League grad Peter Brand in an unlikely partnership, recruiting bargain players that the scouts call flawed, but all of whom have an ability to get on base, score runs, and win games. It's more than baseball, it's a revolution—one that challenges old school traditions and puts Beane in the crosshairs of those who say he’s tearing out the heart and soul of the game.",,True
tt1210819,The Lone Ranger,2013.0,https://www.the-numbers.com/movie/Lone-Ranger-The,True,,"Native American warrior Tonto recounts the tales that transformed John Reid, a man of the law, into a legend of justice, as the two unlikely heroes must learn to work together and fight against greed and corruption.",,True
